anotador,anillador,codigo,talla_anillo,numero_anillo,nombre_especie,codigo_especie,edad,edad_por,edad_por,sexo, sexo_por, sexo_por,codigo_ciclo,protuberancia_cloacal,parche_Incubacion,grasa,muda_cuerpo,muda_vuelo,desgaste_vuelo,plumaje_juvenil,limite_muda,limite_muda,osificacion,ala,cola,tarso,l_pico,a_pico,n_pico,peso,estado,dia,mes,anho,hora_captura,estacion,red,notas,Fotos,limite,limite_2,muda_vuelo,cmen,cmed1,cmed2,cmed3,cmed4,cmed5,cmed6,cmed7,cmed8,cmed9,cmed10,cmay1,cmay2,cmay3,cmay4,cmay5,cmay6,cmay7,cmay8,cmay9,cmay10,cc,a1,a2,a3,cprim1,cprim2,cprim3,cprim4,cprim5,cprim6,cprim7,cprim8,cprim9,cprim10,sec9,sec8,sec7,sec6,sec5,sec4,sec3,sec2,sec1,prim1,prim2,prim3,prim4,prim5,prim6,prim7,prim8,prim9,prim10,rec_izq6,rec_izq5,rec_izq4,rec_izq3,rec_izq2,rec_izq1,rec_der1,rec_der2,rec_der3,rec_der4,rec_der5,rec_der6,notas_muda
RPP,LHO ,N,B,12421,Myiothlypis fraseri,MYIFRA,P,M,O,D,D,,FCU,N,N,N,N,N,,P,D,,2,65,49,23.4,8.9,3.8,5.1,,N,18,5,2019,902,TR02 ,5,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12422,Myiothlypis fraseri,MYIFRA,P,L,S,D,D,,FCF,N,N,N,N,N,L,P,V,,3,68,52,22.2,7.9,4.2,5.4,11.5,N,18,5,2019,821,TR02 ,7,,NO,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,DGO,N,B,12426,Myiothlypis fraseri,MYIFRA,P,F,,D,D,,FCF,N,N,N,N,N,I,N,V,A,1,58,56,22.7,8.8,3.8,5.5,11.7,N,18,5,2019,1047,TR02 ,1,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,LHO ,N,B,12428,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,I,P,G,,2,61,55,22.4,8.9,4,4.8,12.2,N,19,5,2019,852,TR01 ,4,POCO DE COMISURA, RECIêN COLOREANDOSE CORONA NEGRA ,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,DGO,N,B,12429,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,L,P,G,,2,58,55,23.1,7.5,4,5.8,12,N,19,5,2019,934,TR01 ,1,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,DGO,N,B,12430,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,I,N,N,L,P,V,A,2,63,61,22.7,8.4,4,5,13.8,N,19,5,2019,1024,TR01 ,4,VER FOTOS, PLUMAJE APARENTEMENTE DE ADULTO/ DCB/ FCJ,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12431,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,I,N,I,P,V,A,1,60,55,20.8,9.1,4.1,5.4,12.2,N,20,5,2019,745,TR03 ,10,VER FOTOS, PLUMAJE APARENTEMENTE DE ADULTO/ DCB /FCJ ,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,LHO ,N,B,12432,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,L,N,N,P,G,,2,58,54,21.5,8.6,4,5,12.5,N,20,5,2019,747,TR03 ,10,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12433,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,L,P,G,,3,58,52,22,8,3.7,5.4,12.6,N,20,5,2019,834,TR03 ,4,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,SE USARON LAS FOTOS PARA DETERMINAR LA SECUENCIA DEL LIMITE 
LHO ,RPP,N,B,12434,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,I,P,V,A,3,59,53,22,8.1,3.6,5.7,11.9,N,20,5,2019,1044,TR03 ,9,VER FOTOS, DCB? FCJ? ,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12435,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,N,N,L,P,G,M,3,61,54,22.6,8.4,3.8,5.2,12.5,N,22,5,2019,714,TR04 ,9,HM98,SI,G,M,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12436,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,P,V,A,3,60,54,21.9,8.2,4,5.6,12.3,N,22,5,2019,717,TR04 ,10,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12437,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,I,I,N,I,P,G,,4,60,55,21.5,8,3.9,5.3,12.5,N,22,5,2019,948,TR04 ,10,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,DGO,N,B,12438,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,N,N,I,M,G,,D,59,56,22.5,8.1,4,5.9,12.4,N,22,5,2019,950,TR04 ,7,,NO,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12440,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,N,P,V,,3,63,57,23.4,8.2,4.2,5.4,13.6,N,24,5,2019,718,TR06,5,,SI,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12441,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,N,N,N,I,P,G,,2,60,56,23.2,9,4.1,5.8,12.2,N,24,5,2019,736,TR06,3,,SI,G,,,,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12442,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,N,I,N,M,P,V,C,2,61,55,21.8,8.2,4.1,5.7,11.6,N,24,5,2019,815,TR06,1,,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12445,Myiothlypis fraseri,MYIFRA,P,F,M,D,D,,FCF,N,N,N,N,N,L,P,V,A,3,65,58,22.7,8.4,4.3,5.6,13.1,N,25,5,2019,746,TR07,7,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12446,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,FCF,N,N,N,I,N,N,P,V,C,3,62,58,22.6,8.5,4.3,5.8,12.6,N,25,5,2019,750,TR07,3,,SI,M,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHO ,RPP,N,B,12447,Myiothlypis fraseri,MYIFRA,P,D,,D,D,,FCU,N,N,I,N,N,I,D,D,,D,62,57,23.1,8.9,4.2,5.2,12.8,N,26,5,2019,740,TR09 ,8,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12448,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,N,N,N,I,P,G,,2,58,52,22.9,9,4.1,5.7,13.6,N,26,5,2019,1021,TR09 ,3,,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12449,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,N,N,N,N,P,V,A,3,59,53,23.3,8.1,4.2,5.1,12.5,N,26,5,2019,1021,TR09 ,3,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12450,Myiothlypis fraseri,MYIFRA,P,S,F,D,D,,FCF,N,N,N,N,N,N,P,G,,2,58,55,23.5,8.7,3.9,5.8,12.1,N,26,5,2019,1023,TR09 ,4,HM 106,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,
RPP,RPP,N,B,12451,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,I,N,N,N,V,A,3,62,57,22.5,8.1,4,5.8,13.5,N,27,5,2019,717,TR08,5,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12453,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,5,63,58,21.8,7.9,4.2,6.1,13.8,N,31,5,2019,726,TR10,6,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12454,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,P,N,N,N,N,N,P,G,,4,60,55,23,9.2,4,5.1,13,N,31,5,2019,815,TR10,3,HM 109,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12455,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,G,N,N,N,N,I,M,V,A,2,61,54,22.6,7.8,4,5.2,12.5,N,31,5,2019,821,TR10,6,es posible que sea un FCF del 2018? Quiza la osificacion esta mal tomada,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12456,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,L,N,N,,6,64,58,23.1,8,3.9,6.3,13.4,N,31,5,2019,914,TR10,1,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12457,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,N,I,N,I,N,G,A,D,61,55,22.4,8.1,4,5.7,11.7,N,31,5,2019,923,TR10,7,HM 111 ,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,CORRECCIONES DESPUES DE REVISAR LAS FOTOS
SCT,SCT ,N,B,12458,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,P,N,I,L,N,N,D,G,,5,62,58,24.1,8.2,3.9,5.6,13.5,N,31,5,2019,1018,TR10,5,HM 114,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12459,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,I,N,N,P,G,C,2,58,53,22.8,8.3,4.5,5.7,13.7,N,31,5,2019,1015,TR10 ,4,HM 115 LCA 10.2,SI,G,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,CORREGIDO DESPUES DE REVISAR LAS FOTOS
SCT,SCT ,N,B,12460,Myiothlypis fraseri,MYIFRA,P,M,F,D,D,,DCB,N,N,N,N,N,N,P,V,,5,58,54,22.6,8.5,4,5.4,11.4,N,1,6,2019,811,TR11,8,ALULAS Y COBERTORAS DE PRIMARIAS DIFERENTE COLOR QUE COBERTORAS MAYORES TODAS MAS CLARAS PERO NO VIEJAS,SI,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12461,Myiothlypis fraseri,MYIFRA,P,S,F,D,D,,FCF,N,N,N,N,N,I,D,V,C,3,61,57,22.6,8.3,4,5.4,,N,1,6,2019,811,TR11,8,COBERTORAS DE PRIMARIAS DE COLOR DIFERENTE QUE COBERTORAS MAYORES,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,DGO,N,B,12463,Myiothlypis fraseri,MYIFRA,A,K,,D,D,,DCB,N,N,N,N,N,N,N,N,,6,62,57,22.4,7.9,4.2,5.6,11.6,N,1,6,2019,923,TR11,6,,SI,N ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12464,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,N,I,N,I,D,V,A,3,63,58,23.2,9,4.4,5.7,13.2,N,1,6,2019,1223,TR11,3,LCA 13.8,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12465,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,I,I,N,L,P,V,A,3,59,52,22.2,8.4,4,5.6,12.8,N,1,6,2019,1224,TR11,2,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12467,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,L,N,L,P,V,A,3,61,55,22.8,9.1,4,5.8,12.1,N,2,6,2019,642,TR01,1,HM 125,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,GI10 (0)
RPP,RPP,N,B,12468,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,N,N,N,L,P,G,,2,58,54,20.4,9.5,3.7,5.6,12.1,N,2,6,2019,647,TR01,3,HM 126,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,COBERTORAS PRIMARIAS APARENTEMENTE VIEJASS
RPP,RPP,N,B,12469,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,M,I,N,I,P,V,A,3,59,55,23.5,8.3,4.2,5.7,14.1,N,2,6,2019,652,TR01,5,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12470,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,L,I,N,I,P,V,A,2,59,53,22.4,9.1,4,5.7,12.8,N,2,6,2019,810,TR01,4,POSIBLE FCJ,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12471,Myiothlypis fraseri,MYIFRA,P,J,S,D,D,,FCF,N,N,M,N,N,L,M,V,C,2,58,55,21.6,8.7,3.7,6.1,12.5,N,2,6,2019,815,TR01,8,,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12472,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,I,N,N,L,D,V,A,2,60,55,22.9,8.6,4.2,5.5,11.4,N,2,6,2019,910,TR01,2,COBERTORAS DE PRIMARIAS VS COBERTORAS MAYORES?,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPP,RPP,N,B,12473,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,I,N,L,P,G,A,2,58,52,22.6,7.7,3.7,5.5,13.1,N,2,6,2019,901,TR01,1,HM 129,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,
SCT,SCT ,N,B,12474,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,L,N,N,L,D,V,A,4,59,57,22.1,8.3,3.8,5.1,12.1,N,2,6,2019,909,TR01,4,COBERTORAS DE PRIMARIAS VS COBERTORAS MAYORES?,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12475,Myiothlypis fraseri,MYIFRA,P,S,M,D,D,,FCF,N,N,I,N,N,N,D,V,A,2,60,55,21.5,8.6,4.2,5.8,12,N,2,6,2019,913,TR01,2,COBERTORAS DE PRIMARIAS VS COBERTORAS MAYORES?,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCT,SCT ,N,B,12476,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,V,C,1,65,58,23.2,8.4,4.3,5.8,13.4,N,2,6,2019,904,TR01,1,COBERTORAS PRIMARIAS VS COBERTORAS MAYORES? COMISURA,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12477,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,I,I,N,L,P,V,A,D,64,57,23.3,9,4.1,5.7,13,N,2,6,2019,931,TR01,7,LIMITE DE MUDA A1 VA2, COMISURA,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,12478,Myiothlypis fraseri,MYIFRA,P,M,,D,D,,FCF,N,N,M,N,N,L,M,M,C,D,60,58,23.5,9.2,4.1,5.2,12.1,N,2,6,2019,916,TR01,2,APARENTEMENTE TODO OSIFICADO PERO LOS PUNTOS SOLO SE NOTAN ABAJO (1),SI,M,C,,,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12479,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,C,N,N,M,M,V,C,2,59,55,22.1,7.8,3.9,5.4,12.4,N,2,6,2019,919,TR01,2,,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,12480,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,M,V,C,3,60,55,23.6,8.5,4.2,6.3,12.8,N,2,6,2019,927,TR01,5,COMISURA,SI,V,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12481,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,M,V,,3,59,55,22.8,8.2,3.7,5.7,13.6,N,2,6,2019,923,TR01,3,,SI,V,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,12482,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,I,M,G,A,4,63,59,23.3,8.5,3.9,5.8,12.2,N,2,6,2019,937,TR01,9,,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12483,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,M,V,A,2,64,59,22.8,8.7,4.1,5.6,13.2,N,2,6,2019,1010,TR01,3,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12484,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,I,P,V,A,3,63,58,23.3,8.2,4.1,5.7,13.5,N,2,6,2019,1010,TR01,3,,SI,V,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,12485,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,L,M,G,,3,59,55,22,8,3.5,5.4,11.6,N,2,6,2019,1100,TR01,5,COMISURA,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,SCT ,N,B,12486,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,N,P,G,A,4,61,61,22.1,8.8,4,5.8,12.6,N,2,6,2019,1131,TR01,2,,SI,G,A,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGO ,RPP,N,B,12487,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,M,N,N,M,P,G,,3,59,55,23.1,8.4,3.9,5.6,12.6,N,2,6,2019,1136,TR01,5,HM 130,SI,G,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
SCT,RPP,N,B,12490,Myiothlypis fraseri,MYIFRA,P,M,S,D,D,,FCF,N,N,L,N,N,L,P,G,C,3,58,53,22.4,8.3,4,5.6,11.2,N,3,6,2019,942,TR00,3,HM 132,SI,G,C,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,,,,,,,,,,,,,
